"Month","Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"June",2021,"7",19111,49,1391,250,0,9847,1135,6579
"June",2021,"8",16785,51,1845,374,0,12917,1391,10542
"June",2021,"9",21264,50,2631,551,0,16851,1805,16240
"June",2021,"10",13468,45,1294,268,0,8624,1006,6533
"June",2021,"11",12078,29,877,181,0,7083,736,2743
"June",2021,"12",19081,42,1928,352,0,12584,1357,13505
"June",2021,"13",14288,24,2264,435,0,11190,1011,18146
"June",2021,"14",14368,46,1103,209,0,8547,935,4993
"June",2021,"15",15458,56,1436,288,0,9360,907,6269
"June",2021,"16",13446,63,1457,361,0,9982,1059,5758
"June",2021,"17",22047,48,1845,381,0,12666,1479,9566
"June",2021,"18",17101,65,1709,363,0,11454,1226,8580
"June",2021,"19",13548,33,2239,355,0,11863,996,17154
"June",2021,"20",15567,53,1664,369,0,10282,1125,9145
"June",2021,"21",14497,49,1914,376,0,10417,1004,11897
"June",2021,"22",16150,31,2569,456,0,12954,1202,18775
"June",2021,"23",16516,36,3159,515,0,14366,1116,24644
"June",2021,"24",16586,116,1723,542,6,11238,927,7900
"June",2021,"25",17544,101,2425,640,9,11979,1039,20496
"June",2021,"26",17954,87,2814,792,10,14130,1145,23254
"June",2021,"27",16351,115,2029,603,12,11456,964,12152
"June",2021,"28",12932,25,936,167,0,7624,850,3238
"June",2021,"29",16909,49,2214,480,0,12498,1197,14801
"June",2021,"30",15303,105,1934,515,10,11058,1015,11385
"June",2021,"31",15885,84,2428,654,8,12098,1114,17908
"June",2021,"32",8795,41,2000,455,10,9321,636,21056
"June",2021,"33",4735,16,1689,323,4,7195,445,18233
"June",2021,"34",16525,54,1806,389,0,10673,1099,10830
"June",2021,"35",21760,47,2875,583,0,18402,1883,17976
"June",2021,"36",12141,48,2812,512,2,12064,1156,22628
"June",2021,"37",16650,38,2069,352,0,10818,1036,15797
"June",2021,"38",7410,42,2474,550,5,10558,660,21672
"June",2021,"39",11402,59,2643,631,11,10921,693,27620
"June",2021,"40",12944,55,2371,588,4,10509,785,19147
"June",2021,"41",18485,59,2434,522,0,14680,1555,14744
"June",2021,"42",13506,46,1371,275,0,9399,981,7103
"July",2020,"1",19445,37,1763,309,0,9746,216,11826
"July",2020,"2",14748,36,1810,381,0,9604,152,15604
"July",2020,"3",14298,46,1105,235,0,7167,217,6363
"July",2020,"4",17545,48,2162,500,0,10989,219,17233
"July",2020,"5",14511,46,1460,360,0,8428,197,11145
"July",2020,"6",17788,26,977,174,0,6720,381,2831
"July",2020,"7",18993,54,1234,232,0,8105,288,6256
"July",2020,"8",15843,40,1532,334,0,10075,198,9515
"July",2020,"9",19562,43,2067,472,0,13030,217,14520
"July",2020,"10",13086,34,1145,242,0,6738,210,6161
"July",2020,"11",12195,36,851,178,0,5810,244,2676
"July",2020,"12",18342,46,1626,305,0,10062,264,12438
"July",2020,"13",14021,29,1914,386,0,9375,177,17225
"July",2020,"14",14253,42,958,180,0,6987,254,4734
"July",2020,"15",15237,46,1274,296,0,7365,238,5874
"July",2020,"16",14431,62,1414,372,0,8570,419,5582
"July",2020,"17",20399,40,1529,326,0,9674,264,8776
"July",2020,"18",16642,66,1489,339,0,9182,269,7948
"July",2020,"19",13237,28,1953,325,0,9304,209,15853
"July",2020,"20",15418,60,1453,361,0,8314,253,8735
"July",2020,"21",14204,45,1620,351,0,8534,182,11325
"July",2020,"22",15856,31,2144,403,0,10656,187,17933
"July",2020,"23",16080,33,2646,466,0,11543,180,23543
"July",2020,"24",15387,113,1406,469,6,8250,375,7101
"July",2020,"25",16603,97,2057,533,7,9679,324,19568
"July",2020,"26",16581,93,2311,672,7,11146,348,21886
"July",2020,"27",15255,113,1742,504,9,8931,321,11339
"July",2020,"28",12519,15,825,177,0,5925,222,2949
"July",2020,"29",16456,44,1886,377,0,10151,212,14015
"July",2020,"30",14277,83,1649,434,8,8277,302,10544
"July",2020,"31",14979,86,2080,577,8,9365,289,16639
"July",2020,"32",8720,38,1819,381,8,7555,189,19796
"July",2020,"33",5036,12,1564,321,4,5946,86,16971
"July",2020,"34",16094,48,1535,355,0,8683,202,10419
"July",2020,"35",20222,35,2286,543,0,14356,241,15735
"July",2020,"36",13022,63,2806,495,6,10373,174,22643
"July",2020,"37",16203,37,1792,332,0,8899,190,15275
"July",2020,"38",8193,47,2485,540,3,8901,200,21962
"July",2020,"39",11279,61,2394,536,9,8841,122,26624
"July",2020,"40",12935,61,2161,535,4,8518,233,19113
"July",2020,"41",17357,60,1988,496,0,11205,210,13359
"July",2020,"42",13115,40,1147,260,0,7339,171,6600
"July",2021,"1",20573,31,2160,379,0,12626,1476,12736
"July",2021,"2",15101,37,2193,435,0,12114,1215,16038
"July",2021,"3",14586,40,1295,284,0,9224,1051,6650
"July",2021,"4",18180,44,2576,561,0,13686,1443,17957
"July",2021,"5",14960,47,1761,381,0,10655,1156,11628
"July",2021,"6",17210,26,1034,188,0,8470,1110,2932
"July",2021,"7",19113,49,1395,249,0,10135,1229,6580
"July",2021,"8",16828,51,1861,376,0,13178,1503,10535
"July",2021,"9",21291,48,2655,546,0,17194,1953,16261
"July",2021,"10",13507,46,1303,272,0,8856,1075,6523
"July",2021,"11",12066,30,885,182,0,7313,810,2748
"July",2021,"12",19105,42,1941,350,0,12883,1460,13551
"July",2021,"13",14280,24,2273,446,0,11434,1096,18147
"July",2021,"14",14375,47,1119,212,0,8787,995,4991
"July",2021,"15",15483,55,1454,289,0,9623,962,6279
"July",2021,"16",13485,64,1465,364,0,10293,1116,5739
"July",2021,"17",22129,48,1875,380,0,13059,1594,9620
"July",2021,"18",17099,65,1723,366,0,11735,1314,8580
"July",2021,"19",13583,32,2251,357,0,12166,1066,17204
"July",2021,"20",15589,51,1670,374,0,10547,1206,9127
"July",2021,"21",14534,46,1921,376,0,10639,1078,11916
"July",2021,"22",16154,31,2589,461,0,13197,1294,18819
"July",2021,"23",16568,37,3180,524,0,14704,1217,24711
"July",2021,"24",16531,115,1725,546,7,11437,1002,7866
"July",2021,"25",17551,97,2452,641,9,12173,1116,20496
"July",2021,"26",17979,88,2832,803,9,14381,1252,23290
"July",2021,"27",16321,114,2027,605,11,11635,1057,12153
"July",2021,"28",12933,26,936,164,0,7895,919,3242
"July",2021,"29",16903,50,2219,481,0,12781,1287,14811
"July",2021,"30",15306,103,1954,522,10,11269,1066,11373
"July",2021,"31",15894,83,2434,661,8,12336,1192,17952
"July",2021,"32",8805,41,2019,455,11,9546,695,21119
"July",2021,"33",4738,15,1696,328,4,7484,491,18318
"July",2021,"34",16553,55,1813,391,0,10947,1187,10849
"July",2021,"35",21835,47,2880,595,0,18735,2066,18005
"July",2021,"36",12193,47,2833,515,2,12457,1256,22750
"July",2021,"37",16674,39,2078,351,0,10983,1128,15797
"July",2021,"38",7401,43,2480,565,5,10890,703,21735
"July",2021,"39",11378,58,2662,636,11,11113,762,27656
"July",2021,"40",12963,54,2380,592,4,10766,857,19189
"July",2021,"41",18524,60,2452,521,0,14985,1687,14766
"July",2021,"42",13495,46,1375,273,0,9642,1056,7110
"August",2020,"1",19836,37,1833,307,0,10062,267,12083
"August",2020,"2",15014,37,1860,398,0,9939,204,15903
"August",2020,"3",14459,43,1135,242,0,7382,266,6520
"August",2020,"4",17799,50,2227,511,0,11348,289,17643
"August",2020,"5",14772,50,1497,371,0,8673,247,11378
"August",2020,"6",17976,25,1003,182,0,6886,409,2881
"August",2020,"7",19222,55,1258,236,0,8289,325,6402
"August",2020,"8",16235,43,1578,346,0,10435,267,9832
"August",2020,"9",20100,47,2151,485,0,13563,306,15015
"August",2020,"10",13287,39,1186,241,0,6939,266,6308
"August",2020,"11",12311,37,864,180,0,5944,267,2742
"August",2020,"12",18650,47,1681,309,0,10386,340,12774
"August",2020,"13",14179,30,1958,405,0,9638,220,17645
"August",2020,"14",14451,45,983,187,0,7178,293,4832
"August",2020,"15",15452,47,1312,297,0,7586,274,6013
"August",2020,"16",14651,67,1456,375,0,8745,476,5764
"August",2020,"17",20778,41,1589,335,0,10028,325,9045
"August",2020,"18",16911,66,1527,347,0,9476,323,8185
"August",2020,"19",13412,31,2007,326,0,9605,258,16261
"August",2020,"20",15606,59,1498,363,0,8602,319,8957
"August",2020,"21",14452,47,1675,355,0,8779,228,11552
"August",2020,"22",16097,33,2205,405,0,10909,241,18362
"August",2020,"23",16364,34,2718,470,0,11925,243,24036
"August",2020,"24",15572,113,1457,487,7,8510,401,7219
"August",2020,"25",16803,98,2114,538,8,9951,346,19860
"August",2020,"26",16802,92,2363,680,7,11490,403,22276
"August",2020,"27",15449,122,1784,518,8,9162,361,11496
"August",2020,"28",12690,19,845,180,0,6087,255,3006
"August",2020,"29",16672,47,1936,390,0,10480,272,14308
"August",2020,"30",14427,84,1687,448,9,8548,336,10704
"August",2020,"31",15130,86,2134,578,8,9692,329,16945
"August",2020,"32",8738,40,1847,393,8,7742,228,20133
"August",2020,"33",5068,14,1606,332,4,6248,105,17495
"August",2020,"34",16421,48,1579,373,0,8921,258,10650
"August",2020,"35",20658,40,2375,552,0,14906,342,16323
"August",2020,"36",13287,61,2872,504,6,10725,240,23211
"August",2020,"37",16457,38,1819,342,0,9186,234,15591
"August",2020,"38",7966,48,2443,539,4,8980,229,21863
"August",2020,"39",11392,63,2442,542,10,9006,158,26955
"August",2020,"40",13094,61,2221,544,4,8782,257,19392
"August",2020,"41",17710,62,2060,505,0,11713,283,13755
"August",2020,"42",13292,40,1207,266,0,7619,218,6760
"August",2021,"1",20619,31,2170,391,0,12911,1563,12754
"August",2021,"2",15140,37,2212,441,0,12300,1285,16049
"August",2021,"3",14593,38,1302,286,0,9428,1116,6646
"August",2021,"4",18226,44,2597,565,0,13953,1543,17940
"August",2021,"5",14981,47,1770,381,0,10862,1210,11613
"August",2021,"6",17206,26,1044,190,0,8742,1175,2943
"August",2021,"7",19120,49,1405,249,0,10354,1285,6576
"August",2021,"8",16844,50,1871,381,0,13459,1585,10566
"August",2021,"9",21337,48,2677,548,0,17586,2091,16281
"August",2021,"10",13533,46,1306,280,0,9104,1135,6524
"August",2021,"11",12069,30,890,182,0,7518,852,2750
"August",2021,"12",19124,42,1954,352,0,13146,1539,13583
"August",2021,"13",14296,24,2286,448,0,11606,1172,18141
"August",2021,"14",14393,47,1128,215,0,9021,1045,4986
"August",2021,"15",15488,54,1465,292,0,9893,1028,6282
"August",2021,"16",13537,65,1478,370,0,10588,1173,5759
"August",2021,"17",22208,47,1897,380,0,13414,1695,9621
"August",2021,"18",17108,65,1732,369,0,12042,1382,8574
"August",2021,"19",13597,31,2269,359,0,12426,1131,17232
"August",2021,"20",15600,53,1679,381,0,10799,1264,9139
"August",2021,"21",14516,46,1927,378,0,10845,1152,11931
"August",2021,"22",16144,30,2606,470,0,13445,1382,18822
"August",2021,"23",16610,36,3202,523,0,14953,1290,24686
"August",2021,"24",16455,114,1735,550,7,11599,1055,7851
"August",2021,"25",17521,95,2458,642,9,12295,1191,20457
"August",2021,"26",18014,87,2839,809,9,14624,1317,23302
"August",2021,"27",16269,111,2027,603,11,11782,1118,12117
"August",2021,"28",12967,26,939,166,0,8089,967,3256
"August",2021,"29",16885,49,2234,475,0,13034,1365,14807
"August",2021,"30",15257,104,1960,526,9,11434,1126,11379
"August",2021,"31",15884,83,2443,668,8,12517,1269,17913
"August",2021,"32",8798,41,2030,463,11,9731,732,21177
"August",2021,"33",4820,15,1718,336,4,7838,505,18543
"August",2021,"34",16549,55,1801,390,0,11174,1275,10821
"August",2021,"35",21886,46,2894,589,0,19049,2185,18088
"August",2021,"36",12187,47,2831,527,2,12840,1331,22758
"August",2021,"37",16651,39,2080,356,0,11177,1184,15811
"August",2021,"38",7387,42,2491,568,5,11139,741,21783
"August",2021,"39",11377,57,2671,642,11,11337,829,27681
"August",2021,"40",12977,54,2394,598,4,11026,879,19208
"August",2021,"41",18555,60,2466,520,0,15356,1824,14768
"August",2021,"42",13507,45,1392,275,0,9850,1132,7114
"September",2020,"1",20318,38,1925,335,0,10486,405,12520
"September",2020,"2",15391,41,1938,418,0,10384,296,16360
"September",2020,"3",14820,48,1189,260,0,7721,348,6737
"September",2020,"4",18234,51,2320,530,0,11829,418,18223
"September",2020,"5",15110,51,1586,383,0,9120,332,11714
"September",2020,"6",18302,25,1067,192,0,7187,469,3029
"September",2020,"7",19598,58,1325,246,0,8636,412,6606
"September",2020,"8",16806,50,1671,365,0,11043,373,10293
"September",2020,"9",20805,53,2290,508,0,14395,497,15757
"September",2020,"10",13640,48,1243,261,0,7254,332,6521
"September",2020,"11",12603,37,905,180,0,6200,328,2838
"September",2020,"12",19049,50,1756,323,0,10847,439,13288
"September",2020,"13",14462,32,2056,423,0,10005,311,18167
"September",2020,"14",14719,47,1029,194,0,7460,375,4990
"September",2020,"15",15799,52,1386,302,0,7964,340,6305
"September",2020,"16",15040,74,1538,388,0,9196,562,6020
"September",2020,"17",21494,48,1660,349,0,10586,454,9391
"September",2020,"18",17309,70,1589,355,0,9965,428,8568
"September",2020,"19",13701,36,2090,339,0,10106,339,16855
"September",2020,"20",15956,62,1564,385,0,8999,409,9257
"September",2020,"21",14717,49,1757,371,0,9204,310,11924
"September",2020,"22",16423,33,2327,422,0,11430,359,18942
"September",2020,"23",16733,37,2838,478,0,12479,347,24733
"September",2020,"24",15943,118,1532,495,6,8971,433,7456
"September",2020,"25",17059,99,2166,558,10,10340,397,20235
"September",2020,"26",17194,91,2451,698,9,12048,460,22757
"September",2020,"27",15755,123,1850,535,10,9574,400,11738
"September",2020,"28",12978,25,881,185,0,6358,315,3130
"September",2020,"29",17041,45,2035,419,0,10998,377,14808
"September",2020,"30",14740,93,1767,469,11,8990,385,10983
"September",2020,"31",15380,85,2209,600,8,10177,385,17346
"September",2020,"32",8835,41,1900,425,8,8069,274,20609
"September",2020,"33",5179,17,1656,354,4,6628,139,18168
"September",2020,"34",16815,59,1659,385,0,9412,352,10976
"September",2020,"35",21289,48,2510,571,0,15822,518,17128
"September",2020,"36",13570,61,2983,531,5,11216,352,24169
"September",2020,"37",16848,38,1907,355,0,9572,321,16003
"September",2020,"38",8089,51,2522,559,5,9412,265,22564
"September",2020,"39",11676,61,2512,562,10,9451,219,27793
"September",2020,"40",13310,62,2309,563,4,9159,314,19919
"September",2020,"41",18279,70,2180,520,0,12396,450,14329
"September",2020,"42",13691,40,1261,276,0,8017,307,7061
"September",2021,"1",19782,31,2066,374,0,12572,1614,12155
"September",2021,"2",14341,36,2106,398,0,11856,1317,15194
"September",2021,"3",13898,35,1247,269,0,9160,1125,6328
"September",2021,"4",17286,43,2475,518,0,13477,1590,16936
"September",2021,"5",14303,43,1704,353,0,10487,1265,11069
"September",2021,"6",16443,25,1008,180,0,8569,1188,2798
"September",2021,"7",18286,43,1323,233,0,10123,1304,6305
"September",2021,"8",15952,48,1794,353,0,13016,1607,10031
"September",2021,"9",20124,46,2541,501,0,16909,2154,15378
"September",2021,"10",12822,44,1230,261,0,8826,1165,6202
"September",2021,"11",11565,26,854,167,0,7417,862,2633
"September",2021,"12",18452,42,1900,326,0,12892,1589,13006
"September",2021,"13",13723,21,2190,425,0,11247,1193,17321
"September",2021,"14",13763,41,1083,201,0,8823,1074,4762
"September",2021,"15",14850,51,1416,280,0,9677,1059,5988
"September",2021,"16",12780,61,1381,343,0,10259,1201,5404
"September",2021,"17",21248,46,1813,360,0,13153,1746,9178
"September",2021,"18",16267,61,1634,336,0,11700,1421,8116
"September",2021,"19",13027,29,2175,345,0,12221,1155,16479
"September",2021,"20",14707,50,1584,362,0,10341,1279,8655
"September",2021,"21",13784,43,1844,347,0,10429,1177,11289
"September",2021,"22",15333,28,2439,424,0,12968,1421,17821
"September",2021,"23",15997,35,3090,498,0,14552,1333,23602
"September",2021,"24",15660,105,1659,521,7,11242,1082,7516
"September",2021,"25",16947,93,2374,610,7,11931,1221,19749
"September",2021,"26",17297,84,2740,755,9,14217,1330,22440
"September",2021,"27",15656,107,1939,567,9,11416,1160,11635
"September",2021,"28",12435,26,894,161,0,7951,1003,3116
"September",2021,"29",15924,47,2135,442,0,12509,1389,14014
"September",2021,"30",14679,91,1880,500,9,11085,1171,10885
"September",2021,"31",15333,79,2363,630,8,12173,1295,17223
"September",2021,"32",8654,37,1995,456,11,9767,764,20903
"September",2021,"33",4829,15,1724,345,4,8053,506,18670
"September",2021,"34",15714,52,1708,371,0,10810,1319,10247
"September",2021,"35",20858,40,2790,546,0,18425,2272,17178
"September",2021,"36",11964,47,2815,516,2,12923,1397,22454
"September",2021,"37",15899,37,1991,338,0,10773,1202,15079
"September",2021,"38",7381,41,2503,570,5,11405,779,21826
"September",2021,"39",11322,57,2659,640,11,11517,862,27643
"September",2021,"40",12925,54,2390,586,4,11202,884,19098
"September",2021,"41",17501,54,2326,489,0,14831,1920,13907
"September",2021,"42",12795,42,1311,259,0,9570,1188,6726
"May",2019,"1",18009,45,1581,312,0,8548,242,11195
"May",2019,"2",13534,42,1674,346,0,8919,162,15194
"May",2019,"3",14051,52,1035,237,0,6731,257,6406
"May",2019,"4",16163,57,1925,455,0,9673,216,16303
"May",2019,"5",13589,45,1373,339,0,7518,197,11068
"May",2019,"6",17446,36,845,186,0,6363,515,2728
"May",2019,"7",18049,53,1133,203,0,7317,321,6066
"May",2019,"8",14398,49,1367,340,0,8601,196,9054
"May",2019,"9",17169,51,1826,437,0,11104,221,13404
"May",2019,"10",12719,40,1070,251,0,6241,236,6243
"May",2019,"11",11718,40,775,194,0,5545,314,2648
"May",2019,"12",16855,48,1509,298,0,8755,273,11586
"May",2019,"13",13285,32,1811,355,0,8488,182,16569
"May",2019,"14",13794,52,911,175,0,6480,316,4634
"May",2019,"15",14786,55,1214,284,0,7014,325,5817
"May",2019,"16",13674,54,1291,372,0,8059,488,5487
"May",2019,"17",18553,46,1386,295,0,8383,277,8254
"May",2019,"18",15433,72,1342,339,0,8053,292,7692
"May",2019,"19",12543,43,1879,297,0,8316,205,15024
"May",2019,"20",14548,59,1377,349,0,7654,289,8647
"May",2019,"21",13378,52,1576,347,0,7779,178,11055
"May",2019,"22",14764,33,1982,410,0,9761,181,17422
"May",2019,"23",14899,47,2509,448,0,10374,172,22546
"May",2019,"24",15818,183,1531,546,5,9044,493,8062
"May",2019,"25",15727,122,2092,537,10,9377,349,19901
"May",2019,"26",15428,107,2245,672,7,10697,373,22025
"May",2019,"27",14659,137,1709,499,11,8642,348,11623
"May",2019,"28",12009,21,720,166,0,5420,251,2910
"May",2019,"29",15383,55,1780,380,0,9145,224,13804
"May",2019,"30",13765,110,1603,417,10,7588,302,10808
"May",2019,"31",14164,98,2019,549,9,8557,299,16672
"May",2019,"32",8723,45,1833,388,11,7024,195,18963
"May",2019,"33",5741,22,1830,371,2,6379,111,18164
"May",2019,"34",15044,52,1439,332,0,7870,212,10164
"May",2019,"35",17947,45,2028,515,0,11988,230,14472
"May",2019,"36",12107,76,2716,468,6,9037,176,21061
"May",2019,"37",15059,41,1714,316,0,8296,200,14792
"May",2019,"38",8148,58,2486,522,2,7511,191,21722
"May",2019,"39",11327,87,2614,588,8,8653,148,26594
"May",2019,"40",11809,70,2021,489,4,7335,231,18451
"May",2019,"41",15392,54,1717,458,0,9288,192,12390
"May",2019,"42",12302,52,1066,246,0,6518,197,6420
"October",2019,"1",18112,42,1616,308,0,8612,223,11151
"October",2019,"2",13567,40,1664,348,0,8879,157,14945
"October",2019,"3",14030,52,1049,232,0,6645,246,6318
"October",2019,"4",16182,55,1979,465,0,9802,207,16160
"October",2019,"5",13563,43,1391,341,0,7504,194,10830
"October",2019,"6",17361,32,849,190,0,6272,479,2716
"October",2019,"7",17935,53,1134,213,0,7213,307,6017
"October",2019,"8",14503,45,1391,331,0,8733,185,8978
"October",2019,"9",17478,45,1862,436,0,11266,217,13435
"October",2019,"10",12665,36,1100,261,0,6159,219,6139
"October",2019,"11",11618,37,776,192,0,5458,293,2641
"October",2019,"12",16901,49,1527,289,0,8848,255,11653
"October",2019,"13",13305,32,1801,364,0,8542,179,16431
"October",2019,"14",13633,48,904,159,0,6369,291,4544
"October",2019,"15",14717,53,1231,292,0,6933,310,5750
"October",2019,"16",13703,53,1319,371,0,7894,462,5439
"October",2019,"17",18644,44,1403,297,0,8367,272,8239
"October",2019,"18",15444,68,1366,340,0,8086,276,7570
"October",2019,"19",12568,40,1906,296,0,8336,207,15125
"October",2019,"20",14527,56,1409,351,0,7563,279,8565
"October",2019,"21",13299,48,1574,349,0,7757,177,10934
"October",2019,"22",14810,32,2015,408,0,9762,182,17320
"October",2019,"23",14984,37,2532,451,0,10458,173,22610
"October",2019,"24",15889,166,1564,539,6,9010,482,7873
"October",2019,"25",15868,118,2065,538,11,9472,348,19716
"October",2019,"26",15683,100,2310,684,8,10909,368,22108
"October",2019,"27",14690,124,1746,501,9,8675,338,11523
"October",2019,"28",11918,19,743,165,0,5324,247,2863
"October",2019,"29",15499,49,1819,384,0,9187,221,13559
"October",2019,"30",13965,103,1638,431,9,7731,309,10682
"October",2019,"31",14304,99,2014,563,10,8754,294,16527
"October",2019,"32",8789,41,1878,377,13,7171,196,19191
"October",2019,"33",4560,14,1340,263,3,4640,72,14977
"October",2019,"34",14996,49,1435,340,0,7842,207,10054
"October",2019,"35",18129,38,2061,547,0,12235,231,14483
"October",2019,"36",12061,69,2682,476,6,9077,173,21047
"October",2019,"37",15085,39,1738,308,0,8219,194,14682
"October",2019,"38",8171,54,2520,534,2,7668,194,21826
"October",2019,"39",11430,87,2643,600,8,8919,147,26960
"October",2019,"40",12001,70,2074,500,4,7542,236,18491
"October",2019,"41",15580,52,1796,461,0,9485,183,12419
"October",2019,"42",12246,48,1083,251,0,6561,182,6298
"December",2019,"1",18370,39,1658,318,0,8745,226,11281
"December",2019,"2",13765,38,1713,350,0,9027,159,15081
"December",2019,"3",14217,50,1067,242,0,6752,246,6367
"December",2019,"4",16410,54,2034,471,0,9962,212,16379
"December",2019,"5",13697,42,1405,356,0,7612,196,10901
"December",2019,"6",17634,31,923,196,0,6333,472,2791
"December",2019,"7",18187,52,1165,214,0,7299,303,6065
"December",2019,"8",14752,44,1419,337,0,8879,186,9067
"December",2019,"9",17860,42,1915,444,0,11473,220,13624
"December",2019,"10",12843,36,1137,265,0,6242,223,6182
"December",2019,"11",11869,35,814,196,0,5551,297,2688
"December",2019,"12",17194,49,1555,301,0,8990,255,11825
"December",2019,"13",13417,32,1831,365,0,8669,178,16570
"December",2019,"14",13856,47,928,163,0,6433,293,4582
"December",2019,"15",14969,53,1263,303,0,7047,310,5819
"December",2019,"16",14042,51,1376,376,0,8027,466,5492
"December",2019,"17",18985,42,1436,300,0,8542,271,8346
"December",2019,"18",15726,68,1428,350,0,8216,272,7662
"December",2019,"19",12731,39,1935,304,0,8468,209,15297
"December",2019,"20",14838,54,1432,363,0,7682,278,8649
"December",2019,"21",13464,46,1613,352,0,7865,178,11015
"December",2019,"22",15013,31,2060,416,0,9907,182,17449
"December",2019,"23",15206,38,2578,453,0,10635,177,22893
"December",2019,"24",16139,159,1593,549,6,9105,478,7956
"December",2019,"25",16055,119,2086,552,11,9566,350,19847
"December",2019,"26",15941,100,2340,687,8,11112,367,22235
"December",2019,"27",14847,125,1777,512,9,8755,333,11635
"December",2019,"28",12194,19,773,169,0,5384,246,2891
"December",2019,"29",15672,50,1847,388,0,9314,228,13730
"December",2019,"30",14099,103,1657,440,9,7828,310,10718
"December",2019,"31",14449,98,2038,571,10,8834,296,16653
"December",2019,"32",8529,39,1791,362,13,6828,191,18726
"December",2019,"33",4731,14,1424,276,3,4996,77,15654
"December",2019,"34",15182,46,1459,349,0,7938,210,10148
"December",2019,"35",18420,35,2093,550,0,12498,238,14641
"December",2019,"36",12234,69,2722,484,6,9251,174,21310
"December",2019,"37",15297,37,1776,313,0,8329,191,14793
"December",2019,"38",8203,55,2541,541,2,7752,197,21973
"December",2019,"39",11501,83,2649,607,8,9037,143,27132
"December",2019,"40",12133,68,2126,502,4,7623,238,18603
"December",2019,"41",15870,53,1830,475,0,9694,189,12571
"December",2019,"42",12435,47,1106,259,0,6636,187,6374
"April",2022,"1",18088,22,1918,369,0,12586,1319,11915
"April",2022,"2",14742,34,2196,377,0,13180,1341,15154
"April",2022,"3",14742,33,1565,337,0,11240,1202,9075
"April",2022,"4",14993,31,2116,416,0,12415,1248,14942
"April",2022,"5",15028,37,1812,336,0,12750,1351,11148
"April",2022,"6",17801,34,1114,192,0,10215,1209,2932
"April",2022,"7",18234,39,1452,253,0,11729,1287,7038
"April",2022,"8",14275,29,1707,355,0,13873,1504,9667
"April",2022,"9",14190,36,1873,379,0,13537,1472,10994
"April",2022,"10",14431,50,1423,299,0,10943,1198,7891
"April",2022,"11",12768,31,1076,196,0,9672,921,3135
"April",2022,"12",16004,34,1479,268,0,11921,1283,10214
"April",2022,"13",14468,21,2214,427,0,12940,1297,15937
"April",2022,"14",15129,42,1305,237,0,11049,1095,5232
"April",2022,"15",12675,49,1411,339,0,11592,1118,5460
"April",2022,"16",14080,45,1548,318,0,12141,1244,8993
"April",2022,"17",16527,35,1458,271,0,12212,1439,6837
"April",2022,"18",15541,47,1583,297,0,12267,1244,7578
"April",2022,"19",11449,29,2413,382,0,13386,1007,20878
"April",2022,"20",15283,51,1616,338,0,11889,1144,7454
"April",2022,"21",15416,56,2141,400,0,13305,1251,13027
"April",2022,"22",14880,29,2467,414,0,13960,1383,17050
"April",2022,"23",14745,28,2853,417,0,14172,1092,21617
"April",2022,"24",14831,84,1730,459,3,12196,955,7977
"April",2022,"25",17290,91,2054,553,7,12121,968,15828
"April",2022,"26",15539,71,2643,701,7,13931,1043,22082
"April",2022,"27",15161,86,1912,523,9,12397,1093,10753
"April",2022,"28",13289,25,1022,205,0,9893,1036,3961
"April",2022,"29",14901,36,1860,378,0,13248,1356,11803
"April",2022,"30",13836,74,1734,476,6,11346,985,9808
"April",2022,"31",13865,57,2462,620,9,12345,1098,20157
"April",2022,"32",9685,38,2143,505,5,11059,819,20503
"April",2022,"33",5527,22,2005,397,3,10239,523,21051
"April",2022,"34",15990,51,1713,369,0,12255,1297,10085
"April",2022,"35",14292,28,2057,394,0,14266,1542,12535
"April",2022,"36",10532,31,2333,447,0,12813,1091,18622
"April",2022,"37",16972,40,2199,387,0,13138,1264,15095
"April",2022,"38",7475,44,2517,593,8,13583,703,22310
"April",2022,"39",11195,50,2792,661,14,13246,835,28681
"April",2022,"40",13448,55,2547,644,4,12912,798,20731
"April",2022,"41",15327,37,2086,422,0,13973,1595,11844
"April",2022,"42",15062,51,1658,311,0,12820,1329,9389
"May",2022,"1",18202,21,1923,370,0,12735,1305,12080
"May",2022,"2",14806,35,2185,378,0,13283,1326,15386
"May",2022,"3",14871,34,1571,335,0,11365,1191,9198
"May",2022,"4",15063,31,2112,419,0,12489,1226,15153
"May",2022,"5",15123,36,1823,333,0,12865,1337,11260
"May",2022,"6",18032,34,1156,194,0,10478,1214,2979
"May",2022,"7",18298,36,1470,247,0,11895,1280,7134
"May",2022,"8",14411,29,1707,354,0,14058,1495,9800
"May",2022,"9",14268,34,1880,383,0,13659,1444,11157
"May",2022,"10",14548,49,1436,304,0,11093,1194,7982
"May",2022,"11",12963,31,1119,202,0,9940,952,3218
"May",2022,"12",16085,37,1484,264,0,12019,1268,10394
"May",2022,"13",14621,22,2201,420,0,13051,1276,16178
"May",2022,"14",15219,44,1303,242,0,11290,1092,5309
"May",2022,"15",12846,44,1432,339,0,11868,1133,5598
"May",2022,"16",14191,45,1551,318,0,12293,1239,9103
"May",2022,"17",16686,36,1462,273,0,12447,1445,6963
"May",2022,"18",15649,49,1599,298,0,12440,1227,7684
"May",2022,"19",11516,30,2406,378,0,13432,994,21222
